9452,5.9995,0.0026492,0.015894
9453,5.9995,0.0026481,0.015887
9454,5.9995,0.002647,0.01588
9455,5.9995,0.0026458,0.015874
9456,5.9995,0.0026447,0.015867
9457,5.9995,0.0026436,0.01586
9458,5.9995,0.0026425,0.015854
9459,5.9995,0.0026414,0.015847
9460,5.9995,0.0026403,0.015841
9461,5.9995,0.0026392,0.015834
9462,5.9995,0.0026381,0.015827
9463,5.9995,0.002637,0.015821
9464,5.9995,0.0026359,0.015814
9465,5.9995,0.0026348,0.015808
9466,5.9995,0.0026337,0.015801
9467,5.9995,0.0026327,0.015795
9468,5.9995,0.0026316,0.015788
9469,5.9995,0.0026305,0.015781
9470,5.9995,0.0026294,0.015775
9471,5.9995,0.0026283,0.015768
9472,5.9995,0.0026272,0.015762
9473,5.9995,0.0026261,0.015755
9474,5.9995,0.002625,0.015749
9475,5.9995,0.0026239,0.015742
9476,5.9995,0.0026228,0.015735
9477,5.9995,0.0026217,0.015729
9478,5.9995,0.0026206,0.015722
9479,5.9995,0.0026195,0.015716
9480,5.9995,0.0026184,0.015709
9481,5.9995,0.0026173,0.015703
9482,5.9995,0.0026162,0.015696
9483,5.9995,0.0026152,0.01569
9484,5.9995,0.0026141,0.015683
9485,5.9995,0.002613,0.015677
9486,5.9995,0.0026119,0.01567
9487,5.9995,0.0026108,0.015663
9488,5.9995,0.0026097,0.015657
9489,5.9995,0.0026086,0.01565
9490,5.9995,0.0026075,0.015644
9491,5.9995,0.0026065,0.015637
9492,5.9995,0.0026054,0.015631
9493,5.9995,0.0026043,0.015624
9494,5.9995,0.0026032,0.015618
9495,5.9995,0.0026021,0.015611
9496,5.9995,0.002601,0.015605
9497,5.9995,0.0025999,0.015598
9498,5.9995,0.0025989,0.015592
9499,5.9995,0.0025978,0.015585
9500,5.9995,0.0025967,0.015579
9501,5.9995,0.0025956,0.015572
9502,5.9995,0.0025945,0.015566
9503,5.9995,0.0025935,0.015559
9504,5.9995,0.0025924,0.015553
9505,5.9995,0.0025913,0.015546
9506,5.9995,0.0025902,0.01554
9507,5.9995,0.0025891,0.015533
9508,5.9995,0.0025881,0.015527
9509,5.9995,0.002587,0.015521
9510,5.9995,0.0025859,0.015514
9511,5.9995,0.0025848,0.015508
9512,5.9995,0.0025838,0.015501
9513,5.9995,0.0025827,0.015495
9514,5.9995,0.0025816,0.015488
9515,5.9995,0.0025805,0.015482
9516,5.9995,0.0025794,0.015475
9517,5.9995,0.0025784,0.015469
9518,5.9995,0.0025773,0.015462
9519,5.9995,0.0025762,0.015456
9520,5.9995,0.0025752,0.01545
9521,5.9995,0.0025741,0.015443
9522,5.9995,0.002573,0.015437
9523,5.9995,0.0025719,0.01543
9524,5.9995,0.0025709,0.015424
9525,5.9995,0.0025698,0.015417
9526,5.9995,0.0025687,0.015411
9527,5.9995,0.0025677,0.015405
9528,5.9995,0.0025666,0.015398
9529,5.9995,0.0025655,0.015392
9530,5.9995,0.0025644,0.015385
9531,5.9995,0.0025634,0.015379
9532,5.9995,0.0025623,0.015373
9533,5.9995,0.0025612,0.015366
9534,5.9995,0.0025602,0.01536
9535,5.9995,0.0025591,0.015353
9536,5.9995,0.002558,0.015347
9537,5.9995,0.002557,0.015341
9538,5.9995,0.0025559,0.015334
9539,5.9995,0.0025548,0.015328
9540,5.9995,0.0025538,0.015321
9541,5.9995,0.0025527,0.015315
9542,5.9995,0.0025517,0.015309
9543,5.9995,0.0025506,0.015302
9544,5.9995,0.0025495,0.015296
9545,5.9995,0.0025485,0.01529
9546,5.9995,0.0025474,0.015283
9547,5.9995,0.0025463,0.015277
9548,5.9995,0.0025453,0.01527
9549,5.9995,0.0025442,0.015264
9550,5.9995,0.0025432,0.015258
9551,5.9995,0.0025421,0.015251
9552,5.9995,0.002541,0.015245
9553,5.9995,0.00254,0.015239
9554,5.9995,0.0025389,0.015232
9555,5.9995,0.0025379,0.015226
9556,5.9995,0.0025368,0.01522
9557,5.9995,0.0025358,0.015213
9558,5.9995,0.0025347,0.015207
9559,5.9995,0.0025336,0.015201
